Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Mirage G4,Mitsubishi,2023,ICE,3.0,1.2,Manual 5-spd,45509,2458.333333333333,35.0,0.0,0.0,40.0,0.0,0.0,0.0,33.1301,44.4601,60.402,0.0,60000.0,3867769.7361787744,5435969.736178774,42922309.72529531,48358279.46147409
Mirage G4,Mitsubishi,2023,ICE,3.0,1.2,Automatic (variable gear ratios),45510,2458.333333333333,37.0,0.0,0.0,41.3554,0.0,0.0,0.0,34.7856,47.0504,61.6732,0.0,60000.0,3867769.7361787744,5435969.736178774,41256293.459801935,46692263.19598071
Jetta,Volkswagen,2023,ICE,4.0,1.5,Manual 6-spd,45511,3312.5,34.0,0.0,0.0,42.0096,0.0,0.0,0.0,28.818,37.9,62.8,0.0,60000.0,5211655.830952757,6779855.830952757,43916040.0272999,50695895.85825266
Jetta,Volkswagen,2023,ICE,4.0,1.5,Automatic (S8),45512,3312.5,35.0,0.0,0.0,41.4873,0.0,0.0,0.0,30.6798,40.7,61.9,0.0,60000.0,5211655.830952757,6779855.830952757,43255877.13496028,50035732.965913035
Jetta Sport/SE/SEL,Volkswagen,2023,ICE,4.0,1.5,Automatic (S8),45513,3312.5,33.0,0.0,0.0,40.2606,0.0,0.0,0.0,29.0816,38.2935,59.8,0.0,60000.0,5211655.830952757,6779855.830952757,44967293.546276554,51747149.37722931
S60 B5,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45514,4333.333333333333,30.0,0.0,0.0,35.1195,0.0,0.0,0.0,26.1013,33.9,51.20000000000001,0.0,60000.0,6081705.030345357,7649905.030345357,51002356.307573624,58652261.33791898
S60 B5 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45515,4333.333333333333,28.0,0.0,0.0,33.0332,0.0,0.0,0.0,24.7171,31.899999999999995,47.79999999999999,0.0,60000.0,6081705.030345357,7649905.030345357,54084955.57758359,61734860.60792895
S5 Sportback,Audi,2023,ICE,6.0,3.0,Automatic (S8),45516,4333.333333333333,24.0,0.0,0.0,29.5692,0.0,0.0,0.0,21.2588,26.6609,39.7856,0.0,60000.0,6817763.602755807,8385963.602755807,61332924.498790525,69718888.10154633
RS 5 Sportback,Audi,2023,ICE,6.0,2.9,Automatic (S8),45517,5750.0,21.0,0.0,0.0,25.3233,0.0,0.0,0.0,17.7636,21.5497,34.7736,0.0,60000.0,9046647.8575029,10614847.8575029,72267166.81640595,82882014.67390886
CT5 AWD,Cadillac,2023,ICE,4.0,2.0,Automatic (S10),45524,4333.333333333333,25.0,0.0,0.0,30.405600000000003,0.0,0.0,0.0,21.5635,27.4361,43.5892,0.0,60000.0,6817763.602755807,8385963.602755807,59947049.673899315,68333013.27665512
CT5,Cadillac,2023,ICE,4.0,2.0,Automatic (S10),45525,4333.333333333333,27.0,0.0,0.0,33.095,0.0,0.0,0.0,22.8912,29.3,47.9,0.0,60000.0,6817763.602755807,8385963.602755807,55579548.88716355,63965512.48991936
CT5,Cadillac,2023,ICE,6.0,3.0,Automatic (S10),45526,4333.333333333333,22.0,0.0,0.0,27.0344,0.0,0.0,0.0,19.0003,23.899999999999995,38.3,0.0,60000.0,6817763.602755807,8385963.602755807,67645769.65210594,76031733.25486174
CT5 V,Cadillac,2023,ICE,6.0,3.0,Automatic (S10),45527,4333.333333333333,21.0,0.0,0.0,27.0344,0.0,0.0,0.0,18.0,23.899999999999995,38.3,0.0,60000.0,6817763.602755807,8385963.602755807,68971462.30645584,77357425.90921164
CT5 AWD,Cadillac,2023,ICE,6.0,3.0,Automatic (S10),45528,4333.333333333333,21.0,0.0,0.0,25.9337,0.0,0.0,0.0,18.4859,23.2,36.6,0.0,60000.0,6817763.602755807,8385963.602755807,70152629.12941569,78538592.7321715
CT5 V,Cadillac,2023,ICE,8.0,6.2,Manual 6-spd,45529,4333.333333333333,15.0,0.0,0.0,21.0982,0.0,0.0,0.0,12.8021,15.300000000000002,26.3,0.0,60000.0,6817763.602755807,8385963.602755807,91229721.00993063,99615684.61268643
S90 B6 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45530,4750.0,26.0,0.0,0.0,31.5415,0.0,0.0,0.0,23.0328,29.5,45.4,0.0,60000.0,6666484.360186258,8234684.360186258,57165363.678631924,65400048.03881818
Sonata Hybrid,Hyundai,2023,HEV,4.0,2.0,Automatic (AM-S6),45531,3678.819444444445,47.0,0.0,0.0,50.8517,0.0,0.0,0.0,44.6244,58.5,67.3,0.0,60000.0,5163114.166386945,6731314.166386945,32970224.507415954,39701538.6738029
Sonata Hybrid Blue,Hyundai,2023,HEV,4.0,2.0,Automatic (AM-S6),45532,3678.819444444445,52.0,0.0,0.0,54.3055,0.0,0.0,0.0,50.0265,64.249,73.0889,0.0,60000.0,5163114.166386945,6731314.166386945,30244396.94959617,36975711.11598311
X3 sDrive30i,BMW,2023,ICE,4.0,2.0,Automatic (S8),45535,4687.5,25.0,0.0,0.0,28.5889,0.0,0.0,0.0,22.5716,28.8492,40.7234,0.0,60000.0,7374984.6664425805,8943184.66644258,61210654.95053053,70153839.6169731
Kona N,Hyundai,2023,ICE,4.0,2.0,Automatic (AM-S8),45536,3677.777777777778,23.0,0.0,0.0,26.9266,0.0,0.0,0.0,20.0067,24.115400000000005,35.8531,0.0,60000.0,5786358.339774801,7354558.339774801,66527678.88657475,73882237.22634955
Sorento Hybrid FWD,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45538,4420.833333333333,37.0,0.0,0.0,34.6889,0.0,0.0,0.0,39.239,54.0,49.8,0.0,60000.0,6204508.689611944,7772708.689611944,43123388.776458904,50896097.466070846
XC60 B5,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45539,4625.0,26.0,0.0,0.0,29.5912,0.0,0.0,0.0,23.2447,29.8,42.3,0.0,60000.0,6491050.561233988,8059250.561233988,59255047.87214643,67314298.43338041
XC40 B4,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45540,4416.666666666667,27.0,0.0,0.0,31.6665,0.0,0.0,0.0,23.6674,30.399999999999995,45.6,0.0,60000.0,6198660.896313539,7766860.896313539,56443701.22035186,64210562.1166654
SQ5,Audi,2023,ICE,6.0,3.0,Automatic (S8),45541,4750.0,21.0,0.0,0.0,24.2996,0.0,0.0,0.0,18.7801,23.6,34.1,0.0,60000.0,7473317.795328483,9041517.795328483,72617010.81668925,81658528.61201774
SQ5 Sportback,Audi,2023,ICE,6.0,3.0,Automatic (S8),45542,4750.0,21.0,0.0,0.0,24.2996,0.0,0.0,0.0,18.7801,23.6,34.1,0.0,60000.0,7473317.795328483,9041517.795328483,72617010.81668925,81658528.61201774
Q3 S-Line,Audi,2023,ICE,4.0,2.0,Automatic (S8),45543,4250.0,24.0,0.0,0.0,27.9986,0.0,0.0,0.0,20.9627,26.6,39.8,0.0,60000.0,6686652.7642412735,8254852.7642412735,63795570.67376974,72050423.43801102
X3 xDrive30i,BMW,2023,ICE,4.0,2.0,Automatic (S8),45544,4687.5,24.0,0.0,0.0,27.8627,0.0,0.0,0.0,21.3085,27.0807,39.5881,0.0,60000.0,7374984.6664425805,8943184.66644258,63588499.48079962,72531684.1472422
X3 M40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45545,4687.5,23.0,0.0,0.0,26.0813,0.0,0.0,0.0,21.499,27.3462,36.8272,0.0,60000.0,6578767.460710121,8146967.460710121,65955390.39183755,74102357.85254768
X3 M,BMW,2023,ICE,6.0,3.0,Automatic (S8),45546,4687.5,17.0,0.0,0.0,20.153,0.0,0.0,0.0,14.9532,18.4775,27.8811,0.0,60000.0,7374984.6664425805,8943184.66644258,88934598.0961192,97877782.76256177
X3 M Competition,BMW,2023,ICE,6.0,3.0,Automatic (S8),45547,4687.5,17.0,0.0,0.0,20.153,0.0,0.0,0.0,14.9532,18.4775,27.8811,0.0,60000.0,7374984.6664425805,8943184.66644258,88934598.0961192,97877782.76256177
F-Pace SVR,Jaguar,2023,ICE,8.0,5.0,Automatic (S8),45554,4875.0,17.0,0.0,0.0,21.3781,0.0,0.0,0.0,15.1979,18.8472,29.7137,0.0,60000.0,7669984.053100284,9238184.053100284,85185736.84694475,94423920.90004504
Sorento Hybrid AWD,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45555,4420.833333333333,34.0,0.0,0.0,32.7787,0.0,0.0,0.0,35.5763,48.7,45.3,0.0,60000.0,6204508.689611944,7772708.689611944,46542619.60736385,54315328.29697579
Grecale Trofeo,Maserati,2023,ICE,6.0,3.0,Automatic 8-spd,45556,4875.0,20.0,0.0,0.0,24.6536,0.0,0.0,0.0,17.7124,22.1534,34.5074,0.0,60000.0,7669984.053100284,9238184.053100284,73580844.64232798,82819028.69542827
Grecale Modena,Maserati,2023,HEV,4.0,2.0,Automatic 8-spd,45557,4875.0,25.0,0.0,0.0,29.3909,0.0,0.0,0.0,22.2065,28.336,41.9841,0.0,60000.0,6841918.159138528,8410118.159138527,60562919.37585252,68973037.53499104
Grecale GT,Maserati,2023,HEV,4.0,2.0,Automatic 8-spd,45558,4875.0,25.0,0.0,0.0,29.3909,0.0,0.0,0.0,22.2065,28.336,41.9841,0.0,60000.0,6841918.159138528,8410118.159138527,60562919.37585252,68973037.53499104
XC60 B5 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45559,4625.0,25.0,0.0,0.0,28.5101,0.0,0.0,0.0,22.6786,29.0,40.6,0.0,60000.0,6491050.561233988,8059250.561233988,61199281.07649235,69258531.63772634
XC60 B6 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45560,4625.0,23.0,0.0,0.0,26.9699,0.0,0.0,0.0,21.2505,27.0,38.2,0.0,60000.0,6491050.561233988,8059250.561233988,64936422.3974501,72995672.95868409
XC40 B5 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45561,4416.666666666667,26.0,0.0,0.0,29.8444,0.0,0.0,0.0,22.962,29.399999999999995,42.70000000000001,0.0,60000.0,6198660.896313539,7766860.896313539,59228363.81364562,66995224.709959164
X5 sDrive40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45562,5500.0,23.0,0.0,0.0,25.5284,0.0,0.0,0.0,21.1024,26.794,35.9773,0.0,60000.0,7719087.153899877,9287287.153899876,67307651.45496182,76594938.6088617
Escalade 2WD,Cadillac,2023,ICE,6.0,3.0,Automatic 10-spd,45563,6750.0,23.0,0.0,0.0,26.9053,0.0,0.0,0.0,21.3942,27.2,38.1,0.0,60000.0,10619977.919677315,12188177.919677315,64858964.91364181,77047142.83331913
Tahoe 2WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45564,6000.0,24.0,0.0,0.0,27.5897,0.0,0.0,0.0,21.3942,27.2,39.1627,0.0,60000.0,9439980.373046502,11008180.373046502,63874589.36827983,74882769.74132633
Suburban 2WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45565,6500.0,23.0,0.0,0.0,26.9053,0.0,0.0,0.0,21.3942,27.2,38.1,0.0,60000.0,10226645.404133711,11794845.404133711,64858964.91364181,76653810.31777552
Durango RWD,Dodge,2023,ICE,6.0,3.6,Automatic 8-spd,45566,5500.0,21.0,0.0,0.0,25.5432,0.0,0.0,0.0,18.8536,23.7,36.0,0.0,60000.0,8653315.341959294,10221515.341959292,70306148.1710283,80527663.5129876
Yukon 2WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45567,6500.0,23.0,0.0,0.0,26.9053,0.0,0.0,0.0,21.3942,27.2,38.1,0.0,60000.0,10226645.404133711,11794845.404133711,64858964.91364181,76653810.31777552
Yukon XL 2WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45568,6500.0,23.0,0.0,0.0,26.9053,0.0,0.0,0.0,21.3942,27.2,38.1,0.0,60000.0,10226645.404133711,11794845.404133711,64858964.91364181,76653810.31777552
SQ7,Audi,2023,ICE,8.0,4.0,Automatic (S8),45570,5500.0,17.0,0.0,0.0,20.4043,0.0,0.0,0.0,14.3825,18.4612,28.5063,0.0,60000.0,8653315.341959294,10221515.341959292,89530695.71375042,99752211.05570972
SQ8,Audi,2023,ICE,8.0,4.0,Automatic (S8),45571,5500.0,17.0,0.0,0.0,20.4043,0.0,0.0,0.0,14.3825,18.4612,28.5063,0.0,60000.0,8653315.341959294,10221515.341959292,89530695.71375042,99752211.05570972
X5 xDrive40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45572,5500.0,23.0,0.0,0.0,25.3656,0.0,0.0,0.0,20.6925,26.2255,35.7276,0.0,60000.0,7719087.153899877,9287287.153899876,68100420.82380359,77387707.97770347
X5 M50i,BMW,2023,ICE,8.0,4.4,Automatic (S8),45573,5500.0,18.0,0.0,0.0,21.6509,0.0,0.0,0.0,16.0447,19.921,30.1071,0.0,60000.0,8653315.341959294,10221515.341959292,82820519.12081227,93042034.46277156
X5 M,BMW,2023,ICE,8.0,4.4,Automatic (S8),45574,5500.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851,0.0,60000.0,8653315.341959294,10221515.341959292,99863618.89945145,110085134.24141075
X5 M Competition,BMW,2023,ICE,8.0,4.4,Automatic (S8),45575,5500.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851,0.0,60000.0,8653315.341959294,10221515.341959292,99863618.89945145,110085134.24141075
X6 xDrive40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45576,5375.0,23.0,0.0,0.0,25.3656,0.0,0.0,0.0,20.6925,26.2255,35.7276,0.0,60000.0,7543653.354947607,9111853.354947606,68100420.82380359,77212274.1787512
X6 M50i,BMW,2023,ICE,8.0,4.4,Automatic (S8),45577,5375.0,18.0,0.0,0.0,21.6509,0.0,0.0,0.0,16.0447,19.921,30.1071,0.0,60000.0,8456649.084187493,10024849.084187493,82820519.12081227,92845368.20499976
X6 M,BMW,2023,ICE,8.0,4.4,Automatic (S8),45578,5375.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851,0.0,60000.0,8456649.084187493,10024849.084187493,99863618.89945145,109888467.98363894
X6 M Competition,BMW,2023,ICE,8.0,4.4,Automatic (S8),45579,5375.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851,0.0,60000.0,8456649.084187493,10024849.084187493,99863618.89945145,109888467.98363894
Escalade 4WD,Cadillac,2023,ICE,6.0,3.0,Automatic 10-spd,45580,6750.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1673,25.5,38.8,0.0,60000.0,10619977.919677315,12188177.919677315,67772435.71575704,79960613.63543436
Escalade V 4WD,Cadillac,2023,ICE,8.0,6.2,Automatic (S10),45581,6750.0,13.0,0.0,0.0,15.816,0.0,0.0,0.0,10.8722,13.2,22.5735,0.0,60000.0,10619977.919677315,12188177.919677315,116559943.90525107,128748121.82492839
Tahoe 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45582,6000.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1673,25.5,38.8,0.0,60000.0,9439980.373046502,11008180.373046502,67772435.71575704,78780616.08880354
Suburban 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45583,6500.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1673,25.5,38.8,0.0,60000.0,10226645.404133711,11794845.404133711,67772435.71575704,79567281.11989075
Yukon XL 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45584,6500.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1673,25.5,38.8,0.0,60000.0,10226645.404133711,11794845.404133711,67772435.71575704,79567281.11989075
Yukon 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45585,6500.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1673,25.5,38.8,0.0,60000.0,10226645.404133711,11794845.404133711,67772435.71575704,79567281.11989075
XC90 B5 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45589,5166.666666666667,25.0,0.0,0.0,28.1266,0.0,0.0,0.0,22.3233,28.5,40.0,0.0,60000.0,7251263.690027158,8819463.690027157,62088687.43096004,70908151.12098719
XC90 B6 AWD,Volvo,2023,HEV,4.0,2.0,Automatic (S8),45590,5166.666666666667,22.0,0.0,0.0,25.9337,0.0,0.0,0.0,19.7308,24.899600000000003,36.6,0.0,60000.0,7251263.690027158,8819463.690027157,68454453.39602923,77273917.0860564
UX 250h,Lexus,2023,HEV,4.0,2.0,Automatic (AV-S6),45605,3937.5,42.0,0.0,0.0,40.9422,0.0,0.0,0.0,43.0233,59.5,58.1496,0.0,60000.0,5526164.666996502,7094364.666996502,37828303.8666797,44922668.5336762
UX 250h AWD,Lexus,2023,HEV,4.0,2.0,Automatic (AV-S6),45606,3937.5,39.0,0.0,0.0,38.0,0.0,0.0,0.0,41.2367,55.9496,54.8993,0.0,60000.0,5526164.666996502,7094364.666996502,40150530.27364428,47244894.940640785
RS 7,Audi,2023,HEV,8.0,4.0,Automatic (S8),45607,5750.0,17.0,0.0,0.0,20.7594,0.0,0.0,0.0,14.2718,18.4237,28.9915,0.0,60000.0,8069954.751804416,9638154.751804417,88800547.98267712,98438702.73448153
Venue,Hyundai,2023,ICE,4.0,1.6,Automatic (AV-S1),45608,3000.0,31.0,0.0,0.0,32.7368,0.0,0.0,0.0,29.3821,37.7482,49.5554,0.0,60000.0,4719990.186523251,6288190.186523251,50731438.008261055,57019628.194784306
Q50,Infiniti,2023,ICE,6.0,3.0,Automatic (S7),45609,4187.5,23.0,0.0,0.0,29.274,0.0,0.0,0.0,20.0,26.0996,41.7998,0.0,60000.0,6588319.635355372,8156519.635355372,63113777.70341065,71270297.33876602
Q50 AWD,Infiniti,2023,ICE,6.0,3.0,Automatic (S7),45610,4187.5,22.0,0.0,0.0,27.131,0.0,0.0,0.0,19.22,24.2,38.4499,0.0,60000.0,6588319.635355372,8156519.635355372,67209564.27482018,75366083.91017555
Q50 Red Sport,Infiniti,2023,ICE,6.0,3.0,Automatic (S7),45611,4187.5,22.0,0.0,0.0,26.2255,0.0,0.0,0.0,19.585,24.6996,37.0494,0.0,60000.0,6588319.635355372,8156519.635355372,68174947.36366463,76331466.99902
Q50 Red Sport  AWD,Infiniti,2023,ICE,6.0,3.0,Automatic (S7),45612,4187.5,22.0,0.0,0.0,26.0308,0.0,0.0,0.0,19.0,24.645,36.7494,0.0,60000.0,6588319.635355372,8156519.635355372,69279055.26493707,77435574.90029244
A8 L,Audi,2023,HEV,6.0,3.0,Automatic (S8),45613,5000.0,22.0,0.0,0.0,28.273,0.0,0.0,0.0,18.8536,23.7,39.8,0.0,60000.0,7017351.958090797,8585551.958090797,65914213.32954985,74499765.28764065
RS 6 Avant,Audi,2023,HEV,8.0,4.0,Automatic (S8),45614,5750.0,17.0,0.0,0.0,20.7594,0.0,0.0,0.0,14.2718,18.4237,28.9915,0.0,60000.0,8069954.751804416,9638154.751804417,88800547.98267712,98438702.73448153
X1 xDrive28i,BMW,2023,ICE,4.0,2.0,Automatic (AM-S7),45617,4000.0,28.0,0.0,0.0,33.6238,0.0,0.0,0.0,24.5902,31.7179,48.7574,0.0,60000.0,6293320.248697667,7861520.248697667,53595086.11345296,61456606.36215063
Escalade 2WD,Cadillac,2023,ICE,8.0,6.2,Automatic 10-spd,45620,6750.0,16.0,0.0,0.0,19.3458,0.0,0.0,0.0,14.0,18.6331,28.9464,0.0,60000.0,10619977.919677315,12188177.919677315,93517250.98714949,105705428.90682681
Tahoe 2WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45621,6000.0,16.0,0.0,0.0,19.7142,0.0,0.0,0.0,14.0,19.0,29.5,0.0,60000.0,9439980.373046502,11008180.373046502,92411920.79944886,103420101.17249537
Suburban 2WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45622,6500.0,16.0,0.0,0.0,19.7142,0.0,0.0,0.0,14.0,19.0,29.5,0.0,60000.0,10226645.404133711,11794845.404133711,92411920.79944886,104206766.20358257
Tahoe 2WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45623,6000.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,9439980.373046502,11008180.373046502,89452690.9212464,100460871.2942929
Suburban 2WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45624,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,10226645.404133711,11794845.404133711,89452690.9212464,101247536.3253801
Yukon 2WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45625,6500.0,16.0,0.0,0.0,19.7142,0.0,0.0,0.0,14.0,19.0,29.5,0.0,60000.0,10226645.404133711,11794845.404133711,92411920.79944886,104206766.20358257
Yukon XL 2WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45626,6500.0,16.0,0.0,0.0,18.5075,0.0,0.0,0.0,14.4373,17.8,27.687,0.0,60000.0,10226645.404133711,11794845.404133711,94999313.380799,106794158.7849327
Yukon 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45627,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,10226645.404133711,11794845.404133711,89452690.9212464,101247536.3253801
Yukon XL 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45628,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,10226645.404133711,11794845.404133711,89452690.9212464,101247536.3253801
Q7,Audi,2023,HEV,6.0,3.0,Automatic (S8),45629,5250.0,20.0,0.0,0.0,21.5764,0.0,0.0,0.0,18.1909,22.8,33.4,0.0,60000.0,7368219.555995338,8936419.555995336,79000943.75259468,87937363.30859001
Q8,Audi,2023,HEV,6.0,3.0,Automatic (S8),45630,5500.0,20.0,0.0,0.0,22.5678,0.0,0.0,0.0,18.4122,23.1,33.5,0.0,60000.0,7719087.153899877,9287287.153899876,76539609.56199168,85826896.71589155
X7 xDrive40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45631,5500.0,22.0,0.0,0.0,24.6849,0.0,0.0,0.0,20.7456,26.299,34.6868,0.0,60000.0,7719087.153899877,9287287.153899876,69142158.45128897,78429445.60518885
X7 M60i xDrive,BMW,2023,HEV,8.0,4.4,Automatic (S8),45632,5500.0,18.0,0.0,0.0,21.1772,0.0,0.0,0.0,16.4342,20.4395,29.4007,0.0,60000.0,7719087.153899877,9287287.153899876,83191329.02900562,92478616.1829055
Escalade 4WD,Cadillac,2023,ICE,8.0,6.2,Automatic 10-spd,45633,6750.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024,0.0,60000.0,10619977.919677315,12188177.919677315,96927913.76462644,109116091.68430376
Tahoe 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45634,6000.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024,0.0,60000.0,9439980.373046502,11008180.373046502,96927913.76462644,107936094.13767295
Suburban 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45635,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024,0.0,60000.0,10226645.404133711,11794845.404133711,96927913.76462644,108722759.16876015
Suburban 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45636,6500.0,16.0,0.0,0.0,18.6011,0.0,0.0,0.0,14.6846,19.0324,28.3563,0.0,60000.0,10226645.404133711,11794845.404133711,94081036.6611387,105875882.0652724
Yukon 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45637,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,10226645.404133711,11794845.404133711,89452690.9212464,101247536.3253801
Yukon XL 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45638,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024,0.0,60000.0,10226645.404133711,11794845.404133711,96927913.76462644,108722759.16876015
Yukon 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45639,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024,0.0,60000.0,10226645.404133711,11794845.404133711,96927913.76462644,108722759.16876015
Yukon XL 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45640,6500.0,16.0,0.0,0.0,18.6011,0.0,0.0,0.0,14.6846,19.0324,28.3563,0.0,60000.0,10226645.404133711,11794845.404133711,94081036.6611387,105875882.0652724
Defender 130 P300 MHEV,Land Rover,2023,HEV,6.0,3.0,Automatic (S8),45641,5675.0,19.0,0.0,0.0,21.4451,0.0,0.0,0.0,16.779,20.9053,29.7777,0.0,60000.0,7964694.472433054,9532894.472433055,81890458.97581099,91423353.44824405
Defender 130 P400 MHEV,Land Rover,2023,HEV,6.0,3.0,Automatic (S8),45642,5675.0,19.0,0.0,0.0,21.4451,0.0,0.0,0.0,16.779,20.9053,29.7777,0.0,60000.0,7964694.472433054,9532894.472433055,81890458.97581099,91423353.44824405
A4 S-Line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45650,4123.188405797101,27.0,0.0,0.0,31.6475,0.0,0.0,0.0,24.3458,31.2409,45.2772,0.0,60000.0,5786772.846599511,7354972.846599511,55856949.513138026,63211922.35973754
A4 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45651,4123.188405797101,28.0,0.0,0.0,33.3255,0.0,0.0,0.0,24.0643,30.9654,48.2734,0.0,60000.0,5786772.846599511,7354972.846599511,54331647.34432724,61686620.19092675
Rio,Kia,2023,ICE,4.0,1.6,Automatic (AV-S1),45652,2937.5,36.0,0.0,0.0,40.6575,0.0,0.0,0.0,32.4918,43.4723,60.4774,0.0,60000.0,4621657.057637351,6189857.057637351,42835972.86153736,49025829.91917471
GLI,Volkswagen,2023,ICE,4.0,2.0,Manual 6-spd,45653,3625.0,30.0,0.0,0.0,36.7874,0.0,0.0,0.0,25.732,31.1,49.0,0.0,60000.0,5703321.475382263,7271521.475382263,49798082.324321255,57069603.799703516
GLI,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM-S7),45654,3625.0,30.0,0.0,0.0,36.0773,0.0,0.0,0.0,26.2146,33.3,51.0,0.0,60000.0,5703321.475382263,7271521.475382263,50070980.24484589,57342501.72022815
A6 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45655,4500.0,27.0,0.0,0.0,31.4325,0.0,0.0,0.0,23.5676,30.0,45.2,0.0,60000.0,6315616.762281717,7883816.762281717,56795011.130811185,64678827.8930929
A6 quattro,Audi,2023,HEV,6.0,3.0,Automatic (AM-S7),45657,4500.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0,0.0,60000.0,6315616.762281717,7883816.762281717,60824770.37132596,68708587.13360769
S7,Audi,2023,HEV,6.0,2.9,Automatic (S8),45661,5000.0,22.0,0.0,0.0,26.1286,0.0,0.0,0.0,19.0736,24.0,36.9,0.0,60000.0,7017351.958090797,8585551.958090797,69016744.46770369,77602296.42579448
CT5 V,Cadillac,2023,ICE,8.0,6.2,Automatic (S10),45662,4333.333333333333,16.0,0.0,0.0,21.3321,0.0,0.0,0.0,13.1126,15.699999999999998,28.600000000000005,0.0,60000.0,6817763.602755807,8385963.602755807,89841252.2879264,98227215.89068222
