Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08,rangeHwyA,RangeHwy,Range,city08,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Venza,Toyota,2013,ICE,6.0,3.5,Automatic (S6),7300,4300.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,23.7,36.3,0.0,60000.0,6765319.267349994,8333519.267349994,87974896.88021252,96308416.1475625
Venza AWD,Toyota,2013,ICE,4.0,2.7,Automatic (S6),7301,4300.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,25.7,39.6,0.0,60000.0,6765319.267349994,8333519.267349994,86275810.88896377,94609330.15631376
Venza AWD,Toyota,2013,ICE,6.0,3.5,Automatic (S6),7302,4300.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,23.0,35.1,0.0,60000.0,6765319.267349994,8333519.267349994,92001207.95024513,100334727.21759512
SRX 2WD,Cadillac,2013,ICE,6.0,3.6,Automatic (S6),7303,4750.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.615,33.3283,0.0,60000.0,7473317.795328483,9041517.795328483,96413735.9094895,105455253.70481798
SRX AWD,Cadillac,2013,ICE,6.0,3.6,Automatic (S6),7304,4750.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.7874,31.4971,0.0,60000.0,7473317.795328483,9041517.795328483,101270851.06865774,110312368.86398622
A5 quattro,Audi,2013,ICE,4.0,2.0,Manual 6-spd,7305,4125.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,27.624,43.9699,0.0,60000.0,6489986.5064694695,8058186.5064694695,73099141.5895584,81157328.09602787
S5,Audi,2013,ICE,6.0,3.0,Automatic (AM-S7),7306,4416.666666666667,21.0,0.0,0.0,28.0,0.0,0.0,0.0,18.0,22.4,35.8,0.0,60000.0,6948874.441270343,8517074.441270342,85541548.66863218,94058623.10990252
S5 Cabriolet,Audi,2013,ICE,6.0,3.0,Automatic (AM-S7),7307,4416.666666666667,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.1,34.7,0.0,60000.0,6948874.441270343,8517074.441270342,89742249.71932393,98259324.16059427
S5,Audi,2013,ICE,6.0,3.0,Manual 6-spd,7308,4416.666666666667,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,20.0,33.4,0.0,60000.0,6948874.441270343,8517074.441270342,91582068.05069959,100099142.49196993
Spark,Chevrolet,2013,ICE,4.0,1.2,Manual 5-spd,7309,2625.0,34.0,0.0,0.0,37.0,0.0,0.0,0.0,31.0,41.6,54.1,0.0,60000.0,4129991.4132078444,5698191.413207845,58607183.49017072,64305374.90337856
Stage 3 Mustang,Roush Performance,2013,ICE,8.0,5.0,Manual 6-spd,7310,4047.979797979798,17.0,0.0,0.0,22.0,0.0,0.0,0.0,14.0,17.3,30.2,0.0,60000.0,6368808.30723634,7937008.30723634,109251434.44091609,117188442.74815243
Stage 3 Mustang,Roush Performance,2013,ICE,8.0,5.0,Automatic 6-spd,7311,4047.979797979798,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.5,31.399999999999995,0.0,60000.0,6368808.30723634,7937008.30723634,101270851.06865774,109207859.37589408
Eos,Volkswagen,2013,ICE,4.0,2.0,Automatic (AM-S6),7312,3607.8869047619046,25.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0,27.5,41.5,0.0,60000.0,5676396.928187313,7244596.928187313,76144939.15579002,83389536.08397733
C70 FWD,Volvo,2013,ICE,5.0,2.5,Automatic (S5),7313,4250.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,23.5,38.9,0.0,60000.0,6686652.7642412735,8254852.7642412735,85907110.84242973,94161963.606671
A4 quattro,Audi,2013,ICE,4.0,2.0,Manual 6-spd,7314,4125.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,27.624,43.9699,0.0,60000.0,6489986.5064694695,8058186.5064694695,73099141.5895584,81157328.09602787
Sonic,Chevrolet,2013,ICE,4.0,1.4,Manual 6-spd,7315,3145.833333333333,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,37.1,56.79999999999999,0.0,60000.0,4949434.153923687,6517634.153923687,60006758.02127928,66524392.175202966
Sonic,Chevrolet,2013,ICE,4.0,1.4,Automatic (S6),7316,3145.833333333333,30.0,0.0,0.0,36.0,0.0,0.0,0.0,27.0,35.1,52.9,0.0,60000.0,4949434.153923687,6517634.153923687,62917883.99727248,69435518.15119617
Veloster,Hyundai,2013,ICE,4.0,1.6,Automatic (AM6),7317,3107.6388888888887,31.0,0.0,0.0,37.0,0.0,0.0,0.0,28.0,37.6186,57.1472,0.0,60000.0,4889341.6862711925,6457541.6862711925,61008388.27656619,67465929.96283738
Veloster,Hyundai,2013,ICE,4.0,1.6,Manual 6-spd,7318,3107.6388888888887,31.0,0.0,0.0,37.0,0.0,0.0,0.0,27.0,36.1,56.5,0.0,60000.0,4889341.6862711925,6457541.6862711925,61853119.80654942,68310661.49282062
Veloster,Hyundai,2013,ICE,4.0,1.6,Automatic 6-spd,7319,3107.6388888888887,27.0,0.0,0.0,31.0,0.0,0.0,0.0,24.0,32.1,52.0,0.0,60000.0,4889341.6862711925,6457541.6862711925,72180480.92326234,78638022.60953353
Forte Koup,Kia,2013,ICE,4.0,2.0,Automatic 6-spd,7320,3179.3650793650795,28.0,0.0,0.0,34.0,0.0,0.0,0.0,25.0,32.6,48.70000000000001,0.0,60000.0,5002190.657992631,6570390.657992631,67119412.14400187,73689802.8019945
Forte Koup,Kia,2013,ICE,4.0,2.0,Manual 6-spd,7321,3179.3650793650795,27.0,0.0,0.0,32.0,0.0,0.0,0.0,24.0,31.399999999999995,46.20000000000001,0.0,60000.0,5002190.657992631,6570390.657992631,70782619.49693154,77353010.15492417
Forte Koup,Kia,2013,ICE,4.0,2.4,Automatic 6-spd,7322,3179.3650793650795,26.0,0.0,0.0,30.0,0.0,0.0,0.0,23.0,29.1695,43.4389,0.0,60000.0,5002190.657992631,6570390.657992631,74868766.99116781,81439157.64916044
Forte Koup,Kia,2013,ICE,4.0,2.4,Manual 6-spd,7323,3179.3650793650795,26.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,28.5,44.79999999999999,0.0,60000.0,5002190.657992631,6570390.657992631,74590960.80567184,81161351.46366447
S60 AWD,Volvo,2013,ICE,6.0,3.0,Automatic (S6),7324,3958.3333333333335,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.399999999999995,34.6,0.0,60000.0,6227764.829440402,7795964.829440402,92001207.95024513,99797172.77968553
C30 FWD,Volvo,2013,ICE,5.0,2.5,Automatic (S5),7325,3500.0,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,25.8,41.8,0.0,60000.0,5506655.217610461,7074855.217610461,77465371.62669966,84540226.84431012
C30 FWD,Volvo,2013,ICE,5.0,2.5,Manual 6-spd,7326,3500.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,25.5,40.4,0.0,60000.0,5506655.217610461,7074855.217610461,79142771.40601796,86217626.62362842
S60 FWD,Volvo,2013,ICE,5.0,2.5,Automatic (S6),7327,3958.3333333333335,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,26.5,42.4,0.0,60000.0,6227764.829440402,7795964.829440402,77465371.62669966,85261336.45614006
S60 AWD,Volvo,2013,ICE,5.0,2.5,Automatic (S6),7328,3958.3333333333335,23.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,25.5,39.7,0.0,60000.0,6227764.829440402,7795964.829440402,80570196.14079584,88366160.97023624
CTS AWD,Cadillac,2013,ICE,6.0,3.6,Automatic (S6),7329,4625.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.3,37.3,0.0,60000.0,7276651.53755668,8844851.53755668,89742249.71932393,98587101.25688061
CTS,Cadillac,2013,ICE,6.0,3.0,Manual 6-spd,7330,4625.0,19.0,0.0,0.0,26.0,0.0,0.0,0.0,16.0,19.6712,35.9375,0.0,60000.0,7276651.53755668,8844851.53755668,93498902.0331561,102343753.57071277
CTS,Cadillac,2013,ICE,6.0,3.0,Automatic (S6),7331,4625.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,23.1,38.3,0.0,60000.0,7276651.53755668,8844851.53755668,87591563.99620287,96436415.53375955
CTS AWD,Cadillac,2013,ICE,6.0,3.0,Automatic (S6),7332,4625.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.0,36.2,0.0,60000.0,7276651.53755668,8844851.53755668,89742249.71932393,98587101.25688061
Sonic 5,Chevrolet,2013,ICE,4.0,1.4,Manual 6-spd,7333,3145.833333333333,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,37.1,56.79999999999999,0.0,60000.0,4949434.153923687,6517634.153923687,60006758.02127928,66524392.175202966
Sonic 5,Chevrolet,2013,ICE,4.0,1.4,Automatic (S6),7334,3145.833333333333,30.0,0.0,0.0,36.0,0.0,0.0,0.0,27.0,35.1,52.9,0.0,60000.0,4949434.153923687,6517634.153923687,62917883.99727248,69435518.15119617
Dart,Dodge,2013,ICE,4.0,2.0,Automatic 6-spd,7335,3507.3529411764707,27.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,30.2,47.5,0.0,60000.0,5518223.8210088005,7086423.8210088005,69437871.97626445,76524295.79727325
Elantra GT,Hyundai,2013,ICE,4.0,1.8,Automatic 6-spd,7336,3050.0,30.0,0.0,0.0,37.0,0.0,0.0,0.0,27.0,35.7907,54.9815,0.0,60000.0,4798656.689631972,6366856.689631972,61853119.80654942,68219976.4961814
Elantra GT,Hyundai,2013,ICE,4.0,1.8,Manual 6-spd,7337,3050.0,30.0,0.0,0.0,37.0,0.0,0.0,0.0,26.0,34.7508,54.9265,0.0,60000.0,4798656.689631972,6366856.689631972,62721572.34673496,69088429.03636694
Optima,Kia,2013,ICE,4.0,2.0,Automatic 6-spd,7338,3729.1666666666665,26.0,0.0,0.0,33.0,0.0,0.0,0.0,22.0,28.399999999999995,47.5,0.0,60000.0,5867210.02352543,7435410.02352543,71665825.08780235,79101235.11132778
Optima,Kia,2013,ICE,4.0,2.4,Automatic 6-spd,7339,3729.1666666666665,27.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,30.2699,49.30960000000001,0.0,60000.0,5867210.02352543,7435410.02352543,68143267.58348663,75578677.60701206
Optima,Kia,2013,ICE,4.0,2.4,Manual 6-spd,7340,3729.1666666666665,27.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,30.2,48.79999999999999,0.0,60000.0,5867210.02352543,7435410.02352543,68143267.58348663,75578677.60701206
Forte,Kia,2013,ICE,4.0,2.0,Automatic 6-spd,7341,3179.3650793650795,29.0,0.0,0.0,35.0,0.0,0.0,0.0,25.0,32.8317,50.3071,0.0,60000.0,5002190.657992631,6570390.657992631,65909062.088946104,72479452.74693874
Forte,Kia,2013,ICE,4.0,2.0,Manual 6-spd,7342,3179.3650793650795,28.0,0.0,0.0,34.0,0.0,0.0,0.0,25.0,32.2,48.70000000000001,0.0,60000.0,5002190.657992631,6570390.657992631,67119412.14400187,73689802.8019945
Forte Eco,Kia,2013,ICE,4.0,2.0,Automatic 6-spd,7343,3179.3650793650795,30.0,0.0,0.0,35.0,0.0,0.0,0.0,27.0,34.6391,51.7894,0.0,60000.0,5002190.657992631,6570390.657992631,64019948.84435848,70590339.5023511
Forte,Kia,2013,ICE,4.0,2.4,Automatic 6-spd,7344,3179.3650793650795,26.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,29.1038,44.8218,0.0,60000.0,5002190.657992631,6570390.657992631,73365926.77784146,79936317.4358341
Forte,Kia,2013,ICE,4.0,2.4,Manual 6-spd,7345,3179.3650793650795,26.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,28.5,44.79999999999999,0.0,60000.0,5002190.657992631,6570390.657992631,74590960.80567184,81161351.46366447
Jetta,Volkswagen,2013,ICE,4.0,2.0,Automatic (AM-S6),7346,3578.6226930963776,27.0,0.0,0.0,32.0,0.0,0.0,0.0,24.0,29.5139,45.1099,0.0,60000.0,5630354.664228104,7198554.664228104,70782619.49693154,77981174.16115963
Jetta,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,7347,3578.6226930963776,26.0,0.0,0.0,33.0,0.0,0.0,0.0,22.0,26.555599999999995,44.9945,0.0,60000.0,5630354.664228104,7198554.664228104,71665825.08780235,78864379.75203046
Passat,Volkswagen,2013,ICE,4.0,2.0,Automatic (AM-S6),7348,3777.34375,34.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,37.9,56.8,0.0,60000.0,5943008.477041647,7511208.477041647,56626095.597545244,64137304.07458689
Passat,Volkswagen,2013,ICE,6.0,3.6,Automatic (AM-S6),7349,3777.34375,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,23.9,37.3,0.0,60000.0,5943008.477041647,7511208.477041647,82386327.61118262,89897536.08822426
S80 AWD,Volvo,2013,ICE,6.0,3.0,Automatic (S6),7350,4000.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.4,34.6,0.0,60000.0,6293320.248697667,7861520.248697667,92001207.95024513,99862728.1989428
XTS AWD,Cadillac,2013,ICE,6.0,3.6,Automatic (S6),7351,4916.666666666667,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,20.9,36.0,0.0,60000.0,7735539.4723575525,9303739.472357552,91582068.05069959,100885807.52305715
A3,Audi,2013,ICE,4.0,2.0,Manual 6-spd,7352,3718.75,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,25.3,40.3,0.0,60000.0,5850821.168711114,7419021.168711114,77465371.62669966,84884392.79541077
A3,Audi,2013,ICE,4.0,2.0,Automatic (AM-S6),7353,3718.75,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.600000000000005,38.2,0.0,60000.0,5850821.168711114,7419021.168711114,80894422.28220749,88313443.4509186
CTS Wagon AWD,Cadillac,2013,ICE,6.0,3.6,Automatic (S6),7354,4625.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.3,37.3,0.0,60000.0,7276651.53755668,8844851.53755668,89742249.71932393,98587101.25688061
CTS Wagon,Cadillac,2013,ICE,6.0,3.0,Automatic (S6),7355,4625.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.1,36.5,0.0,60000.0,7276651.53755668,8844851.53755668,89742249.71932393,98587101.25688061
CTS Wagon AWD,Cadillac,2013,ICE,6.0,3.0,Automatic (S6),7356,4625.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.0,36.2,0.0,60000.0,7276651.53755668,8844851.53755668,89742249.71932393,98587101.25688061
Tiguan,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,7357,3906.25,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,21.7,35.8,0.0,60000.0,6145820.555368817,7714020.555368817,89742249.71932393,97456270.27469274
Tiguan,Volkswagen,2013,ICE,4.0,2.0,Automatic (S6),7358,3906.25,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.0,26.0779,36.3534,0.0,60000.0,6145820.555368817,7714020.555368817,84641111.31422552,92355131.86959434
Touareg,Volkswagen,2013,ICE,6.0,3.0,Automatic (S8),7359,5333.333333333333,23.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,24.100000000000005,41.0,0.0,60000.0,8391093.664930226,9959293.664930226,80570196.14079584,90529489.80572607
Tiguan 4motion,Volkswagen,2013,ICE,4.0,2.0,Automatic (S6),7360,3906.25,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,25.7924,36.0745,0.0,60000.0,6145820.555368817,7714020.555368817,86275810.88896377,93989831.44433258
RDX 2WD,Acura,2013,ICE,6.0,3.5,Automatic (S6),7361,4125.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.2,39.6,0.0,60000.0,6489986.5064694695,8058186.5064694695,82386327.61118262,90444514.11765209
RDX 4WD,Acura,2013,ICE,6.0,3.5,Automatic (S6),7362,4125.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,24.5,37.7,0.0,60000.0,6489986.5064694695,8058186.5064694695,85907110.84242973,93965297.3488992
Equinox AWD,Chevrolet,2013,ICE,4.0,2.4,Automatic 6-spd,7363,4218.75,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.8453,40.1978,0.0,60000.0,6637486.199798322,8205686.199798322,82386327.61118262,90592013.81098093
XC70 AWD,Volvo,2013,ICE,6.0,3.0,Automatic (S6),7364,4250.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.7,32.7,0.0,60000.0,6686652.7642412735,8254852.7642412735,99025930.72477123,107280783.48901251
XC60 AWD,Volvo,2013,ICE,6.0,3.0,Automatic (S6),7365,4437.5,20.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.7,32.7,0.0,60000.0,6981652.150898976,8549852.150898976,99025930.72477123,107575782.87567021
Escalade Hybrid 2WD,Cadillac,2013,HEV,8.0,6.0,Automatic (variable gear ratios),7366,6166.666666666667,21.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,25.8,32.8,0.0,635860.9090393103,8654734.081645317,10798794.990684628,92851103.63569774,103649898.62638237
Q7,Audi,2013,ICE,6.0,3.0,Automatic (S8),7367,5639.705882352941,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.2813,29.852,0.0,60000.0,8873118.806527779,10441318.806527779,107212074.33135234,117653393.13788012
Escalade Hybrid 4WD,Cadillac,2013,HEV,8.0,6.0,Automatic (variable gear ratios),7368,6166.666666666667,21.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,25.2,32.4,0.0,635860.9090393103,8654734.081645317,10798794.990684628,92851103.63569774,103649898.62638237
Volt,Chevrolet,2013,PHEV,4.0,1.4,Automatic (variable gear ratios),7369,4000.0,37.0,0.66,35.0,40.0,36.302,0.0,0.0,35.0,47.6,53.5,170475.9090846,581076.2489008146,5585768.752092506,7782320.91007792,23577531.240839086,31359852.15091701
Veyron,Bugatti,2013,ICE,16.0,8.0,Automatic (AM-S7),7370,4750.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,10.0,17.9,0.0,60000.0,7473317.795328483,9041517.795328483,169639358.11922836,178680875.91455686
MX-5,Mazda,2013,ICE,4.0,2.0,Manual 5-spd,7371,2854.1666666666665,24.0,0.0,0.0,27.0,0.0,0.0,0.0,22.0,28.5,38.8,0.0,60000.0,4490546.219122816,6058746.219122816,81221268.43284269,87280014.6519655
MX-5,Mazda,2013,ICE,4.0,2.0,Manual 6-spd,7372,2854.1666666666665,24.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,26.9,39.0,0.0,60000.0,4490546.219122816,6058746.219122816,82725365.99641383,88784112.21553664
MX-5,Mazda,2013,ICE,4.0,2.0,Automatic (S6),7373,2854.1666666666665,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,26.0922,38.6899,0.0,60000.0,4490546.219122816,6058746.219122816,82725365.99641383,88784112.21553664
XK Convertible,Jaguar,2013,ICE,8.0,5.0,Automatic (S6),7374,4125.0,17.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.4,30.1,0.0,60000.0,6489986.5064694695,8058186.5064694695,106643310.01129209,114701496.51776156
XK,Jaguar,2013,ICE,8.0,5.0,Automatic (S6),7375,4125.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,19.7312,32.921,0.0,60000.0,6489986.5064694695,8058186.5064694695,98540509.49572822,106598696.0021977
A5 Cabriolet,Audi,2013,ICE,4.0,2.0,Automatic (AV-S8),7376,4125.0,26.0,0.0,0.0,31.0,0.0,0.0,0.0,24.0,30.1185,44.4328,0.0,60000.0,6489986.5064694695,8058186.5064694695,72180480.92326234,80238667.42973182
A5 quattro,Audi,2013,ICE,4.0,2.0,Automatic (S8),7377,4125.0,24.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,25.6856,40.5676,0.0,60000.0,6489986.5064694695,8058186.5064694695,78832407.59658259,86890594.10305206
A5 Cabriolet quattro,Audi,2013,ICE,4.0,2.0,Automatic (S8),7378,4125.0,24.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,25.6856,40.5676,0.0,60000.0,6489986.5064694695,8058186.5064694695,78832407.59658259,86890594.10305206
Spark,Chevrolet,2013,ICE,4.0,1.2,Automatic 4-spd,7379,2625.0,31.0,0.0,0.0,36.0,0.0,0.0,0.0,28.0,36.8,53.2,0.0,60000.0,4129991.4132078444,5698191.413207845,62044024.49731038,67742215.91051823
Beetle,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,7380,3422.8395061728397,30.0,0.0,0.0,39.0,0.0,0.0,0.0,27.0,36.066,57.997800000000005,0.0,60000.0,5385256.293059966,6953456.293059966,59828166.47954929,66781622.772609256
Beetle Convertible,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,7381,3422.8395061728397,30.0,0.0,0.0,39.0,0.0,0.0,0.0,27.0,36.066,57.997800000000005,0.0,60000.0,5385256.293059966,6953456.293059966,59828166.47954929,66781622.772609256
A4,Audi,2013,ICE,4.0,2.0,Automatic (AV-S8),7382,4125.0,26.0,0.0,0.0,31.0,0.0,0.0,0.0,24.0,30.1185,44.4328,0.0,60000.0,6489986.5064694695,8058186.5064694695,72180480.92326234,80238667.42973182
A4 quattro,Audi,2013,ICE,4.0,2.0,Automatic (S8),7383,4125.0,24.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,25.6856,40.5676,0.0,60000.0,6489986.5064694695,8058186.5064694695,78832407.59658259,86890594.10305206
Verano,Buick,2013,ICE,4.0,2.0,Manual 6-spd,7384,3791.6666666666665,24.0,0.0,0.0,31.0,0.0,0.0,0.0,20.0,25.7,43.8,0.0,60000.0,5965543.1524113305,7533743.1524113305,77167999.7586509,84701742.91106223
ATS,Cadillac,2013,ICE,4.0,2.5,Automatic (S6),7385,3720.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,28.5,45.9,0.0,60000.0,5852787.831288832,7420987.831288832,73099141.5895584,80520129.42084722
Sonic,Chevrolet,2013,ICE,4.0,1.8,Manual 5-spd,7386,3145.833333333333,29.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,33.9,49.20000000000001,0.0,60000.0,4949434.153923687,6517634.153923687,66125868.214238666,72643502.36816235
Sonic,Chevrolet,2013,ICE,4.0,1.8,Automatic (S6),7387,3145.833333333333,28.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,31.5,50.0,0.0,60000.0,4949434.153923687,6517634.153923687,68143267.58348663,74660901.73741032
A6,Audi,2013,ICE,4.0,2.0,Automatic (AV-S8),7388,4266.666666666666,28.0,0.0,0.0,33.0,0.0,0.0,0.0,25.0,31.4,46.9,0.0,60000.0,6712874.931944178,8281074.931944178,68375047.40519919,76656122.33714336
A6 quattro,Audi,2013,ICE,4.0,2.0,Automatic (S8),7389,4266.666666666666,24.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,25.6856,40.5676,0.0,60000.0,6712874.931944178,8281074.931944178,78832407.59658259,87113482.52852677
A6 quattro,Audi,2013,ICE,6.0,3.0,Automatic (S8),7390,4266.666666666666,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,23.1369,38.1,0.0,60000.0,6712874.931944178,8281074.931944178,87591563.99620287,95872638.92814705
LaCrosse AWD,Buick,2013,ICE,6.0,3.6,Automatic (S6),7391,4187.5,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,20.7,35.4,0.0,60000.0,6588319.635355372,8156519.635355372,93935812.79032038,102092332.42567575
Regal,Buick,2013,ICE,4.0,2.4,Automatic (S6),7392,4000.0,23.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,24.5,43.6,0.0,60000.0,6293320.248697667,7861520.248697667,80248558.63125174,88110078.8799494
Sonic 5,Chevrolet,2013,ICE,4.0,1.8,Manual 5-spd,7393,3145.833333333333,29.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,33.9,49.20000000000001,0.0,60000.0,4949434.153923687,6517634.153923687,66125868.214238666,72643502.36816235
Sonic 5,Chevrolet,2013,ICE,4.0,1.8,Automatic (S6),7394,3145.833333333333,28.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,31.5,50.0,0.0,60000.0,4949434.153923687,6517634.153923687,68143267.58348663,74660901.73741032
ES 350,Lexus,2013,ICE,6.0,3.5,Automatic (S6),7395,3937.5,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,26.2329,43.628,0.0,60000.0,6194987.119811767,7763187.119811767,77465371.62669966,85228558.74651143
ES 300h,Lexus,2013,HEV,4.0,2.5,Automatic (AV-S6),7396,3937.5,40.0,0.0,0.0,39.0,0.0,0.0,0.0,40.0,56.1,54.2,0.0,520688.72723144817,5526164.666996502,7555053.394227951,50956309.09284806,58511362.487076014
Passat,Volkswagen,2013,ICE,5.0,2.5,Manual 5-spd,7397,3777.34375,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,26.1361,42.9279,0.0,60000.0,5943008.477041647,7511208.477041647,73099141.5895584,80610350.06660004
Passat,Volkswagen,2013,ICE,5.0,2.5,Automatic (S6),7398,3777.34375,25.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,27.0219,40.7879,0.0,60000.0,5943008.477041647,7511208.477041647,74590960.80567184,82102169.28271349
Jetta,Volkswagen,2013,ICE,4.0,2.0,Automatic (S6),7399,3578.6226930963776,25.0,0.0,0.0,29.0,0.0,0.0,0.0,23.0,28.1,41.499,0.0,60000.0,5630354.664228104,7198554.664228104,76434463.6392721,83633018.3035002
Jetta,Volkswagen,2013,ICE,4.0,2.0,Manual 5-spd,7400,3578.6226930963776,28.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,28.8,46.2,0.0,60000.0,5630354.664228104,7198554.664228104,68143267.58348663,75341822.24771473
S80 FWD,Volvo,2013,ICE,6.0,3.2,Automatic (S6),7401,4000.0,22.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.3861,39.6162,0.0,60000.0,6293320.248697667,7861520.248697667,83934296.18842822,91795816.43712589
Impala,Chevrolet,2013,ICE,6.0,3.6,Automatic 6-spd,7402,3875.0,22.0,0.0,0.0,28.0,0.0,0.0,0.0,18.0,22.5,40.3,0.0,60000.0,6096653.990925865,7664853.990925865,85541548.66863218,93206402.65955804
Panamera Turbo,Porsche,2013,ICE,8.0,4.8,Automatic 7-spd,7403,4625.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,18.5,32.0,0.0,60000.0,7276651.53755668,8844851.53755668,103619917.20169362,112464768.7392503
Panamera Turbo S,Porsche,2013,ICE,8.0,4.8,Automatic 7-spd,7404,4625.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,18.5,32.0,0.0,60000.0,7276651.53755668,8844851.53755668,103619917.20169362,112464768.7392503
A3 quattro,Audi,2013,ICE,4.0,2.0,Automatic (AM-S6),7405,3718.75,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,27.2,37.1,0.0,60000.0,5850821.168711114,7419021.168711114,80894422.28220749,88313443.4509186
Jetta SportWagen,Volkswagen,2013,ICE,4.0,2.0,Automatic (AM-S6),7406,3578.6226930963776,32.0,0.0,0.0,37.0,0.0,0.0,0.0,29.0,37.6,56.2,0.0,60000.0,5630354.664228104,7198554.664228104,60186418.9734388,67384973.63766691
Jetta SportWagen,Volkswagen,2013,ICE,4.0,2.0,Manual 6-spd,7407,3578.6226930963776,32.0,0.0,0.0,39.0,0.0,0.0,0.0,29.0,38.747,59.81380000000001,0.0,60000.0,5630354.664228104,7198554.664228104,58267431.70182192,65465986.36605003
